Table,Col/Measure,ReportName,Page Name,name,Page Filter Count
Projects,Контракт,Покриття тема комерція.pbix,Покриття,Filter4425c79cd30d8211ac40,1
Teritories,Територія,Покриття тема комерція.pbix,Покриття,Filterf4ddb345f267f18e83fb,1
